driver_id,timestamp,day_of_week,hour_of_day,location_cluster,hours_worked,rides_completed,earnings,wellness_score,preferred_location,avg_ride_duration_minutes
driver_5,2025-04-28 10:41:09,0,10,Bandung,1.77,4,80000,69,Jakarta,26.55
driver_5,2025-04-28 11:24:24,0,11,Semarang,0.57,1,11000,84,Bandung,34.2
driver_5,2025-04-28 14:54:22,0,14,Semarang,2.79,5,123000,31,Bandung,33.48
driver_5,2025-04-28 17:39:15,0,17,Bandung,2.19,9,174000,74,Banten,14.6
driver_5,2025-04-28 20:58:01,0,20,Jakarta,1.59,3,55000,34,Banten,31.8
driver_5,2025-04-29 00:44:48,1,0,Banten,2.82,6,154000,1,Surabaya,28.2
driver_5,2025-04-29 04:41:00,1,4,Banten,3.15,15,421000,4,Bandung,12.6
driver_5,2025-04-29 08:01:15,1,8,Surabaya,2.67,11,171000,66,Semarang,14.56
driver_6,2025-04-25 02:18:32,4,2,Semarang,1.29,2,33000,66,Semarang,38.7
driver_6,2025-04-25 06:07:01,4,6,Jakarta,3.04,4,56000,91,Jakarta,45.6
driver_6,2025-04-25 08:26:40,4,8,Jakarta,1.85,5,91000,67,Bandung,22.2
driver_6,2025-04-25 11:21:44,4,11,Jakarta,2.33,10,206000,22,Surabaya,13.98
driver_6,2025-04-25 14:03:02,4,14,Banten,2.15,6,92000,55,Surabaya,21.5
driver_6,2025-04-25 17:26:52,4,17,Surabaya,2.71,4,58000,68,Surabaya,40.65
driver_6,2025-04-25 19:31:20,4,19,Banten,1.65,8,158000,60,Semarang,12.38
driver_6,2025-04-25 20:50:43,4,20,Semarang,1.05,5,122000,56,Bandung,12.6
driver_6,2025-04-25 23:58:20,4,23,Surabaya,2.49,5,121000,7,Banten,29.88
driver_6,2025-04-26 01:05:30,5,1,Bandung,0.89,4,47000,18,Jakarta,13.35
driver_6,2025-04-26 04:38:05,5,4,Jakarta,2.83,8,217000,18,Semarang,21.23
driver_6,2025-04-26 07:31:32,5,7,Jakarta,2.31,10,189000,22,Jakarta,13.86
driver_6,2025-04-26 11:00:54,5,11,Jakarta,2.79,6,143000,84,Banten,27.9
driver_6,2025-04-26 12:09:33,5,12,Bandung,0.91,3,62000,70,Bandung,18.2
driver_6,2025-04-26 13:15:24,5,13,Semarang,0.87,4,95000,96,Bandung,13.05
driver_6,2025-04-26 14:20:21,5,14,Surabaya,0.85,1,15000,55,Jakarta,51.0
driver_6,2025-04-26 16:16:34,5,16,Jakarta,1.55,2,55000,85,Semarang,46.5
driver_6,2025-04-26 17:33:17,5,17,Bandung,1.01,3,75000,20,Banten,20.2
driver_6,2025-04-26 20:16:27,5,20,Surabaya,2.17,5,69000,25,Semarang,26.04
driver_6,2025-04-26 21:33:29,5,21,Surabaya,1.03,2,30000,14,Jakarta,30.9
driver_6,2025-04-27 00:53:22,6,0,Semarang,2.65,13,277000,84,Jakarta,12.23
driver_6,2025-04-27 03:25:31,6,3,Semarang,1.69,3,83000,16,Banten,33.8
driver_6,2025-04-27 05:41:50,6,5,Banten,1.81,1,23000,52,Banten,108.6
driver_6,2025-04-27 09:28:34,6,9,Semarang,3.01,10,219000,0,Banten,18.06
driver_6,2025-04-27 12:06:08,6,12,Semarang,2.09,9,156000,18,Semarang,13.93
driver_6,2025-04-27 13:07:28,6,13,Semarang,0.81,1,14000,94,Surabaya,48.6
driver_6,2025-04-27 16:50:25,6,16,Semarang,2.96,6,95000,72,Surabaya,29.6
driver_6,2025-04-27 19:15:44,6,19,Bandung,1.93,4,57000,14,Banten,28.95
driver_6,2025-04-27 20:11:34,6,20,Bandung,0.73,3,57000,40,Jakarta,14.6
driver_6,2025-04-27 22:53:42,6,22,Surabaya,2.16,7,88000,99,Semarang,18.51
driver_6,2025-04-28 01:55:10,0,1,Banten,2.41,4,59000,25,Jakarta,36.15
driver_6,2025-04-28 03:38:08,0,3,Surabaya,1.36,5,106000,39,Banten,16.32
driver_6,2025-04-28 06:34:58,0,6,Semarang,2.35,2,28000,99,Semarang,70.5
driver_6,2025-04-28 10:29:33,0,10,Surabaya,2.74,13,173000,84,Jakarta,12.65
driver_6,2025-04-28 12:42:08,0,12,Jakarta,1.76,1,13000,70,Surabaya,105.6
driver_6,2025-04-28 14:00:03,0,14,Surabaya,1.03,1,18000,89,Surabaya,61.8
driver_6,2025-04-28 16:16:17,0,16,Banten,1.29,6,152000,57,Bandung,12.9
driver_6,2025-04-28 19:43:05,0,19,Jakarta,2.75,10,249000,84,Banten,16.5
driver_6,2025-04-28 22:09:25,0,22,Semarang,1.95,5,112000,79,Bandung,23.4
driver_6,2025-04-29 01:44:28,1,1,Banten,2.87,6,146000,52,Bandung,28.7
driver_6,2025-04-29 05:29:44,1,5,Banten,3.0,3,57000,7,Semarang,60.0
driver_6,2025-04-29 08:29:10,1,8,Surabaya,2.39,11,209000,86,Banten,13.04
driver_6,2025-04-29 10:10:07,1,10,Surabaya,1.33,6,153000,24,Jakarta,13.3
driver_6,2025-04-29 11:38:59,1,11,Bandung,1.17,5,138000,54,Bandung,14.04
driver_6,2025-04-29 15:35:13,1,15,Bandung,3.15,8,181000,76,Bandung,23.62
driver_6,2025-04-29 18:45:27,1,18,Banten,2.53,11,193000,54,Banten,13.8
driver_6,2025-04-29 20:33:42,1,20,Surabaya,1.44,4,52000,17,Surabaya,21.6
driver_6,2025-04-29 22:46:30,1,22,Banten,1.76,2,52000,38,Semarang,52.8
driver_6,2025-04-29 23:17:24,1,23,Semarang,0.5,1,11000,45,Surabaya,30.0
driver_6,2025-04-30 02:10:59,2,2,Semarang,2.31,7,113000,21,Bandung,19.8
driver_7,2025-04-25 02:05:13,4,2,Jakarta,1.08,5,108000,40,Surabaya,12.96
driver_7,2025-04-25 04:01:52,4,4,Bandung,1.55,4,94000,97,Jakarta,23.25
driver_7,2025-04-25 06:27:38,4,6,Jakarta,1.93,6,115000,28,Semarang,19.3
driver_7,2025-04-25 07:06:30,4,7,Semarang,0.51,1,21000,51,Jakarta,30.6
driver_7,2025-04-25 09:38:34,4,9,Surabaya,2.03,9,269000,32,Semarang,13.53
driver_7,2025-04-25 10:22:36,4,10,Banten,0.59,2,29000,63,Jakarta,17.7
driver_7,2025-04-25 11:42:37,4,11,Surabaya,1.07,3,42000,17,Surabaya,21.4
driver_7,2025-04-25 13:18:45,4,13,Semarang,1.28,4,63000,48,Bandung,19.2
driver_7,2025-04-25 17:02:54,4,17,Jakarta,2.99,6,129000,34,Bandung,29.9
driver_7,2025-04-25 19:45:51,4,19,Semarang,2.16,4,70000,62,Semarang,32.4
driver_7,2025-04-25 20:17:23,4,20,Banten,0.5,1,12000,34,Surabaya,30.0
driver_7,2025-04-25 23:01:12,4,23,Banten,2.17,7,121000,63,Semarang,18.6
driver_7,2025-04-26 00:08:26,5,0,Jakarta,0.89,4,102000,75,Surabaya,13.35
driver_7,2025-04-26 02:11:10,5,2,Jakarta,1.63,3,57000,67,Surabaya,32.6
driver_7,2025-04-26 04:12:54,5,4,Bandung,1.61,5,77000,98,Jakarta,19.32
driver_7,2025-04-26 04:59:16,5,4,Semarang,0.61,3,36000,79,Surabaya,12.2
driver_7,2025-04-26 05:49:19,5,5,Bandung,0.67,3,75000,28,Banten,13.4
driver_7,2025-04-26 07:14:27,5,7,Jakarta,1.13,1,27000,90,Jakarta,67.8
driver_7,2025-04-26 07:55:08,5,7,Jakarta,0.53,1,13000,86,Jakarta,31.8
driver_7,2025-04-26 09:07:54,5,9,Banten,0.96,2,51000,75,Jakarta,28.8
driver_7,2025-04-26 13:05:12,5,13,Bandung,3.16,12,346000,34,Jakarta,15.8
driver_7,2025-04-26 15:11:36,5,15,Banten,1.68,7,154000,2,Semarang,14.4
driver_7,2025-04-26 16:20:39,5,16,Surabaya,0.92,4,48000,61,Banten,13.8
driver_7,2025-04-26 18:12:15,5,18,Banten,1.48,5,125000,75,Jakarta,17.76
driver_7,2025-04-26 19:47:32,5,19,Surabaya,1.27,1,11000,50,Bandung,76.2
driver_7,2025-04-26 20:56:29,5,20,Semarang,0.91,3,58000,48,Semarang,18.2
driver_7,2025-04-26 23:59:10,5,23,Jakarta,2.43,3,48000,66,Surabaya,48.6
driver_7,2025-04-27 01:18:07,6,1,Semarang,1.04,4,106000,76,Semarang,15.6
driver_7,2025-04-27 04:57:37,6,4,Banten,2.04,9,110000,21,Bandung,13.6
driver_7,2025-04-27 07:46:58,6,7,Surabaya,2.25,8,167000,47,Jakarta,16.88
driver_7,2025-04-27 11:47:30,6,11,Bandung,2.31,3,47000,19,Bandung,46.2
driver_7,2025-04-27 13:31:57,6,13,Banten,1.39,3,83000,10,Semarang,27.8
driver_7,2025-04-27 16:56:52,6,16,Surabaya,2.72,4,126000,36,Banten,40.8
driver_7,2025-04-27 19:10:22,6,19,Jakarta,1.77,4,101000,70,Semarang,26.55
driver_7,2025-04-27 20:22:50,6,20,Banten,0.96,2,44000,31,Surabaya,28.8
driver_7,2025-04-27 21:02:05,6,21,Bandung,0.52,2,26000,85,Bandung,15.6
driver_7,2025-04-27 23:36:48,6,23,Semarang,2.05,3,82000,3,Semarang,41.0
driver_7,2025-04-28 01:36:10,0,1,Semarang,1.59,2,40000,82,Semarang,47.7
driver_7,2025-04-28 02:26:01,0,2,Semarang,0.65,1,16000,15,Semarang,39.0
driver_7,2025-04-28 04:33:03,0,4,Banten,1.62,3,84000,4,Banten,32.4
driver_7,2025-04-28 05:53:09,0,5,Bandung,1.07,5,100000,20,Banten,12.84
driver_7,2025-04-28 06:35:52,0,6,Banten,0.56,2,37000,6,Semarang,16.8
driver_7,2025-04-28 08:39:50,0,8,Surabaya,1.64,5,116000,93,Banten,19.68
driver_7,2025-04-28 11:13:09,0,11,Jakarta,2.04,5,135000,95,Surabaya,24.48
driver_7,2025-04-28 13:36:22,0,13,Semarang,1.91,4,105000,62,Bandung,28.65
driver_7,2025-04-28 15:06:33,0,15,Banten,1.2,5,94000,17,Surabaya,14.4
driver_7,2025-04-28 17:48:22,0,17,Banten,2.15,3,37000,23,Semarang,43.0
driver_7,2025-04-28 20:41:56,0,20,Semarang,2.31,6,157000,3,Semarang,23.1
driver_7,2025-04-28 22:57:00,0,22,Jakarta,1.8,8,214000,77,Semarang,13.5
driver_7,2025-04-29 01:47:33,1,1,Banten,2.27,9,191000,3,Bandung,15.13
driver_8,2025-04-25 02:55:09,4,2,Semarang,1.79,2,55000,8,Bandung,53.7
driver_8,2025-04-25 03:33:44,4,3,Surabaya,0.51,1,20000,85,Semarang,30.6
driver_8,2025-04-25 06:24:28,4,6,Semarang,1.62,2,29000,32,Semarang,48.6
driver_8,2025-04-25 10:06:04,4,10,Bandung,2.95,13,401000,49,Semarang,13.62
driver_8,2025-04-25 13:47:18,4,13,Surabaya,2.81,9,285000,91,Surabaya,18.73
driver_8,2025-04-25 16:30:41,4,16,Semarang,2.17,6,129000,34,Bandung,21.7
driver_8,2025-04-25 17:21:19,4,17,Jakarta,0.67,1,19000,53,Bandung,40.2
driver_8,2025-04-25 19:31:12,4,19,Surabaya,1.72,8,126000,61,Surabaya,12.9
driver_8,2025-04-25 21:25:27,4,21,Surabaya,1.52,6,95000,39,Semarang,15.2
driver_8,2025-04-26 00:57:10,5,0,Bandung,2.81,11,295000,62,Jakarta,15.33
driver_8,2025-04-26 02:07:00,5,2,Semarang,0.92,3,76000,39,Jakarta,18.4
driver_8,2025-04-26 03:29:12,5,3,Bandung,1.09,4,51000,88,Surabaya,16.35
driver_8,2025-04-26 06:43:47,5,6,Jakarta,2.59,10,280000,29,Banten,15.54
driver_8,2025-04-26 07:15:03,5,7,Semarang,0.5,2,45000,12,Jakarta,15.0
driver_8,2025-04-26 10:25:16,5,10,Jakarta,2.53,5,148000,82,Jakarta,30.36
driver_8,2025-04-26 14:05:48,5,14,Bandung,2.43,6,166000,77,Semarang,24.3
driver_8,2025-04-26 15:13:55,5,15,Bandung,0.91,4,79000,42,Banten,13.65
driver_8,2025-04-26 16:20:40,5,16,Surabaya,0.88,3,77000,21,Banten,17.6
driver_8,2025-04-26 19:20:30,5,19,Jakarta,1.74,7,120000,49,Semarang,14.91
driver_8,2025-04-26 22:37:02,5,22,Bandung,2.61,5,97000,69,Surabaya,31.32
driver_8,2025-04-27 02:25:46,6,2,Semarang,2.59,4,86000,65,Banten,38.85
driver_8,2025-04-27 05:47:15,6,5,Semarang,2.68,12,334000,61,Semarang,13.4
driver_8,2025-04-27 09:08:28,6,9,Bandung,2.68,7,91000,97,Bandung,22.97
driver_8,2025-04-27 09:45:18,6,9,Bandung,0.5,1,24000,74,Bandung,30.0
driver_8,2025-04-27 11:44:32,6,11,Surabaya,1.59,6,104000,37,Semarang,15.9
driver_8,2025-04-27 13:13:55,6,13,Bandung,1.19,3,54000,76,Jakarta,23.8
driver_8,2025-04-27 16:46:42,6,16,Surabaya,2.83,14,420000,41,Bandung,12.13
driver_8,2025-04-27 17:32:21,6,17,Semarang,0.6,3,73000,4,Jakarta,12.0
driver_8,2025-04-27 18:06:49,6,18,Surabaya,0.5,1,15000,83,Semarang,30.0
driver_8,2025-04-27 21:08:47,6,21,Bandung,2.41,11,223000,27,Jakarta,13.15
driver_8,2025-04-27 23:26:58,6,23,Jakarta,1.84,2,43000,57,Bandung,55.2
driver_8,2025-04-28 00:30:48,0,0,Surabaya,0.84,1,16000,44,Semarang,50.4
driver_8,2025-04-28 03:29:47,0,3,Bandung,2.13,10,270000,7,Bandung,12.78
driver_8,2025-04-28 04:07:55,0,4,Surabaya,0.51,1,19000,31,Jakarta,30.6
driver_8,2025-04-28 04:53:33,0,4,Semarang,0.6,2,45000,96,Banten,18.0
driver_8,2025-04-28 07:11:56,0,7,Jakarta,1.84,7,148000,24,Jakarta,15.77
driver_8,2025-04-28 10:25:32,0,10,Banten,2.57,9,192000,10,Jakarta,17.13
driver_8,2025-04-28 12:31:30,0,12,Semarang,1.67,7,185000,87,Bandung,14.31
driver_8,2025-04-28 14:52:01,0,14,Jakarta,1.87,7,179000,46,Semarang,16.03
driver_8,2025-04-28 17:13:39,0,17,Banten,1.88,1,17000,20,Semarang,112.8
driver_8,2025-04-28 21:01:38,0,21,Semarang,3.03,6,195000,54,Surabaya,30.3
driver_8,2025-04-28 23:57:21,0,23,Semarang,1.68,2,39000,35,Semarang,50.4
driver_8,2025-04-29 02:44:18,1,2,Semarang,2.21,10,148000,9,Semarang,13.26
driver_8,2025-04-29 06:38:51,1,6,Jakarta,1.88,8,190000,1,Semarang,14.1
driver_8,2025-04-29 09:59:39,1,9,Semarang,2.65,8,171000,67,Jakarta,19.88
driver_8,2025-04-29 11:05:08,1,11,Semarang,0.87,4,49000,83,Surabaya,13.05
driver_8,2025-04-29 13:30:04,1,13,Banten,1.33,3,80000,95,Bandung,26.6
driver_8,2025-04-29 17:00:43,1,17,Banten,2.8,8,238000,30,Bandung,21.0
driver_8,2025-04-29 17:52:15,1,17,Semarang,0.68,3,69000,58,Surabaya,13.6
driver_8,2025-04-29 21:43:22,1,21,Surabaya,1.79,3,88000,94,Banten,35.8
driver_9,2025-04-25 04:34:27,4,4,Semarang,2.99,13,380000,97,Surabaya,13.8
driver_9,2025-04-25 06:56:37,4,6,Bandung,1.89,8,220000,53,Surabaya,14.17
driver_9,2025-04-25 10:20:34,4,10,Surabaya,2.71,7,96000,48,Surabaya,23.23
driver_9,2025-04-25 12:08:07,4,12,Banten,1.43,3,45000,99,Banten,28.6
driver_9,2025-04-25 12:57:17,4,12,Surabaya,0.65,2,29000,80,Semarang,19.5
driver_9,2025-04-25 16:02:32,4,16,Jakarta,2.47,11,143000,76,Surabaya,13.47
driver_9,2025-04-25 17:43:34,4,17,Semarang,1.35,2,27000,19,Bandung,40.5
driver_9,2025-04-25 21:29:42,4,21,Bandung,3.01,3,69000,2,Jakarta,60.2
driver_9,2025-04-25 22:03:04,4,22,Semarang,0.5,1,20000,32,Semarang,30.0
driver_9,2025-04-26 01:51:34,5,1,Banten,3.04,11,221000,40,Surabaya,16.58
driver_9,2025-04-26 04:36:03,5,4,Surabaya,2.19,4,80000,76,Jakarta,32.85
driver_9,2025-04-26 07:26:34,5,7,Jakarta,2.27,3,38000,67,Surabaya,45.4
driver_9,2025-04-26 10:52:32,5,10,Bandung,2.73,8,156000,85,Semarang,20.48
driver_9,2025-04-26 12:04:13,5,12,Semarang,0.95,1,26000,93,Banten,57.0
driver_9,2025-04-26 13:41:42,5,13,Surabaya,1.29,6,151000,0,Surabaya,12.9
driver_9,2025-04-26 16:41:40,5,16,Banten,2.39,11,247000,24,Banten,13.04
driver_9,2025-04-26 17:31:39,5,17,Semarang,0.65,2,26000,82,Semarang,19.5
driver_9,2025-04-26 18:43:49,5,18,Banten,0.96,2,36000,52,Banten,28.8
driver_9,2025-04-26 19:31:25,5,19,Bandung,0.63,3,55000,18,Bandung,12.6
driver_9,2025-04-26 23:20:29,5,23,Surabaya,3.05,5,82000,99,Semarang,36.6
driver_9,2025-04-27 01:30:31,6,1,Surabaya,1.73,5,85000,16,Semarang,20.76
driver_9,2025-04-27 02:04:36,6,2,Semarang,0.5,1,15000,51,Surabaya,30.0
driver_9,2025-04-27 06:01:58,6,6,Jakarta,3.16,5,107000,17,Semarang,37.92
driver_9,2025-04-27 06:56:02,6,6,Jakarta,0.72,1,14000,47,Bandung,43.2
driver_9,2025-04-27 08:59:46,6,8,Jakarta,1.64,5,69000,26,Jakarta,19.68
driver_9,2025-04-27 09:38:43,6,9,Jakarta,0.51,1,12000,33,Surabaya,30.6
driver_9,2025-04-27 13:03:26,6,13,Surabaya,2.72,11,223000,27,Banten,14.84
driver_9,2025-04-27 16:46:40,6,16,Jakarta,2.97,4,101000,19,Banten,44.55
driver_9,2025-04-27 19:26:26,6,19,Banten,2.12,5,145000,80,Surabaya,25.44
driver_9,2025-04-27 21:16:14,6,21,Bandung,1.45,2,26000,47,Surabaya,43.5
driver_9,2025-04-27 21:53:28,6,21,Bandung,0.5,1,11000,16,Bandung,30.0
driver_9,2025-04-28 00:21:43,0,0,Banten,1.97,7,200000,99,Bandung,16.89
driver_9,2025-04-28 03:31:05,0,3,Semarang,2.52,7,171000,93,Semarang,21.6
driver_9,2025-04-28 06:07:48,0,6,Bandung,1.63,5,130000,58,Banten,19.56
driver_9,2025-04-28 09:45:29,0,9,Jakarta,1.4,6,76000,6,Surabaya,14.0
driver_9,2025-04-28 11:24:15,0,11,Banten,1.31,6,69000,65,Banten,13.1
driver_9,2025-04-28 14:14:23,0,14,Surabaya,2.27,8,233000,86,Semarang,17.02
driver_9,2025-04-28 15:19:46,0,15,Semarang,0.87,4,44000,55,Surabaya,13.05
driver_9,2025-04-28 15:51:23,0,15,Semarang,0.5,1,21000,8,Banten,30.0
driver_9,2025-04-28 18:14:40,0,18,Bandung,1.91,5,67000,53,Banten,22.92
driver_9,2025-04-28 19:48:46,0,19,Jakarta,1.25,6,81000,2,Banten,12.5
driver_9,2025-04-28 22:28:37,0,22,Banten,2.12,2,29000,87,Banten,63.6
driver_9,2025-04-29 00:22:43,1,0,Banten,1.52,1,19000,69,Surabaya,91.2
driver_9,2025-04-29 03:01:19,1,3,Banten,2.11,8,213000,85,Banten,15.82
driver_9,2025-04-29 05:43:11,1,5,Jakarta,2.15,2,53000,72,Semarang,64.5
driver_9,2025-04-29 08:34:16,1,8,Bandung,2.28,3,41000,15,Banten,45.6
driver_9,2025-04-29 11:33:45,1,11,Jakarta,2.39,10,291000,69,Bandung,14.34
driver_9,2025-04-29 12:50:47,1,12,Bandung,1.03,2,49000,76,Surabaya,30.9
driver_9,2025-04-29 14:39:13,1,14,Banten,1.12,4,92000,5,Jakarta,16.8
driver_9,2025-04-29 18:30:45,1,18,Bandung,3.08,12,320000,36,Bandung,15.4
